kode;nama_tindakan;kelas;biaya_dokter;biaya_rs
354;FEE II_TABLE 3B_PLASTIC SURGERY;ED;12220000;4280000
355;FEE II_TABLE 3B_UROLOGICAL SURGERY;ED;10700000;3750000
356;FEE II_TABLE 3B_VASCULAR SURGERY;ED;9700000;3400000
357;FEE II_TABLE 3C_CARDIAC SURGERY;ED;9700000;3400000
358;FEE II_TABLE 3C_DENTISTRY;ED;10490000;3670000
359;FEE II_TABLE 3C_DIGESTIVE SURGERY;ED;12480000;4370000
360;FEE II_TABLE 3C_ENT / OTORHINOLARYNGOLOGY;ED;11660000;4080000
361;FEE II_TABLE 3C_NEUROSURGERY;ED;18900000;6620000
362;FEE II_TABLE 3C_OBSTETRICS AND GYNECOLOGY;ED;10920000;3820000
363;FEE II_TABLE 3C_ONCOLOGY SURGERY;ED;14910000;5220000
364;FEE II_TABLE 3C_OPHTHALMOLOGY;ED;10950000;3830000
365;FEE II_TABLE 3C_ORTHOPEDIC SURGERY;ED;15850000;5550000
366;FEE II_TABLE 3C_PEDIATRIC SURGERY;ED;14180000;4960000
367;FEE II_TABLE 3C_PLASTIC SURGERY;ED;13750000;4810000
368;FEE II_TABLE 3C_UROLOGICAL SURGERY;ED;12230000;4280000
369;FEE II_TABLE 3C_VASCULAR SURGERY;ED;11080000;3880000
370;FEE II_TABLE 4A_CARDIAC SURGERY;ED;11640000;4070000
371;FEE II_TABLE 4A_DENTISTRY;ED;11870000;4150000
372;FEE II_TABLE 4A_DIGESTIVE SURGERY;ED;13130000;4600000
373;FEE II_TABLE 4A_ENT / OTORHINOLARYNGOLOGY;ED;12250000;4290000
374;FEE II_TABLE 4A_NEUROSURGERY;ED;21000000;7350000
375;FEE II_TABLE 4A_OBSTETRICS AND GYNECOLOGY;ED;12010000;4200000
376;FEE II_TABLE 4A_ONCOLOGY SURGERY;ED;15980000;5590000
377;FEE II_TABLE 4A_OPHTHALMOLOGY;ED;12780000;4470000
378;FEE II_TABLE 4A_ORTHOPEDIC SURGERY;ED;16780000;5870000
379;FEE II_TABLE 4A_PEDIATRIC SURGERY;ED;15760000;5520000
380;FEE II_TABLE 4A_PLASTIC SURGERY;ED;15280000;5350000
381;FEE II_TABLE 4A_UROLOGICAL SURGERY;ED;13750000;4810000
382;FEE II_TABLE 4A_VASCULAR SURGERY;ED;12470000;4360000
383;FEE II_TABLE 4B_CARDIAC SURGERY;ED;13570000;4750000
384;FEE II_TABLE 4B_DENTISTRY;ED;12320000;4310000
385;FEE II_TABLE 4B_DIGESTIVE SURGERY;ED;14440000;5050000
386;FEE II_TABLE 4B_ENT / OTORHINOLARYNGOLOGY;ED;12830000;4490000
387;FEE II_TABLE 4B_NEUROSURGERY;ED;25210000;8820000
388;FEE II_TABLE 4B_OBSTETRICS AND GYNECOLOGY;ED;13100000;4590000
389;FEE II_TABLE 4B_ONCOLOGY SURGERY;ED;18100000;6340000
390;FEE II_TABLE 4B_OPHTHALMOLOGY;ED;13690000;4790000
391;FEE II_TABLE 4B_ORTHOPEDIC SURGERY;ED;18660000;6530000
392;FEE II_TABLE 4B_PEDIATRIC SURGERY;ED;17330000;6070000
393;FEE II_TABLE 4B_PLASTIC SURGERY;ED;16810000;5880000
394;FEE II_TABLE 4B_UROLOGICAL SURGERY;ED;15290000;5350000
395;FEE II_TABLE 4B_VASCULAR SURGERY;ED;13850000;4850000
396;FEE II_TABLE 4C_CARDIAC SURGERY;ED;15510000;5430000
397;FEE II_TABLE 4C_DENTISTRY;ED;12780000;4470000
398;FEE II_TABLE 4C_DIGESTIVE SURGERY;ED;15760000;5520000
399;FEE II_TABLE 4C_ENT / OTORHINOLARYNGOLOGY;ED;13990000;4900000
400;FEE II_TABLE 4C_NEUROSURGERY;ED;29410000;10290000
401;FEE II_TABLE 4C_OBSTETRICS AND GYNECOLOGY;ED;14200000;4970000
402;FEE II_TABLE 4C_ONCOLOGY SURGERY;ED;20230000;7080000
403;FEE II_TABLE 4C_OPHTHALMOLOGY;ED;14600000;5110000
404;FEE II_TABLE 4C_ORTHOPEDIC SURGERY;ED;19580000;6850000
405;FEE II_TABLE 4C_PEDIATRIC SURGERY;ED;18900000;6620000
406;FEE II_TABLE 4C_PLASTIC SURGERY;ED;17560000;6150000
407;FEE II_TABLE 4C_UROLOGICAL SURGERY;ED;16060000;5620000
408;FEE II_TABLE 4C_VASCULAR SURGERY;ED;15240000;5330000
409;FEE II_TABLE 5A_CARDIAC SURGERY;ED;17450000;6110000
410;FEE II_TABLE 5A_DENTISTRY;ED;14600000;5110000
411;FEE II_TABLE 5A_DIGESTIVE SURGERY;ED;17070000;5970000
412;FEE II_TABLE 5A_ENT / OTORHINOLARYNGOLOGY;ED;15740000;5510000
413;FEE II_TABLE 5A_NEUROSURGERY;ED;33610000;11760000
414;FEE II_TABLE 5A_OBSTETRICS AND GYNECOLOGY;ED;14740000;5160000
415;FEE II_TABLE 5A_ONCOLOGY SURGERY;ED;21290000;7450000
416;FEE II_TABLE 5A_OPHTHALMOLOGY;ED;15510000;5430000
417;FEE II_TABLE 5A_ORTHOPEDIC SURGERY;ED;20510000;7180000
418;FEE II_TABLE 5A_PEDIATRIC SURGERY;ED;20490000;7170000
419;FEE II_TABLE 5A_PLASTIC SURGERY;ED;19100000;6690000
420;FEE II_TABLE 5A_UROLOGICAL SURGERY;ED;16820000;5890000
421;FEE II_TABLE 5A_VASCULAR SURGERY;ED;16610000;5810000
422;FEE II_TABLE 5B_CARDIAC SURGERY;ED;19380000;6780000
423;FEE II_TABLE 5B_DENTISTRY;ED;16430000;5750000
424;FEE II_TABLE 5B_DIGESTIVE SURGERY;ED;18380000;6430000
425;FEE II_TABLE 5B_ENT / OTORHINOLARYNGOLOGY;ED;16910000;5920000
426;FEE II_TABLE 5B_NEUROSURGERY;ED;37800000;13230000
427;FEE II_TABLE 5B_OBSTETRICS AND GYNECOLOGY;ED;15830000;5540000
428;FEE II_TABLE 5B_ONCOLOGY SURGERY;ED;23430000;8200000
429;FEE II_TABLE 5B_OPHTHALMOLOGY;ED;16430000;5750000
430;FEE II_TABLE 5B_ORTHOPEDIC SURGERY;ED;21450000;7510000
431;FEE II_TABLE 5B_PEDIATRIC SURGERY;ED;22060000;7720000
432;FEE II_TABLE 5B_PLASTIC SURGERY;ED;20620000;7220000
433;FEE II_TABLE 5B_UROLOGICAL SURGERY;ED;18340000;6420000
434;FEE II_TABLE 5B_VASCULAR SURGERY;ED;18010000;6300000
435;FEE II_TABLE 5C_CARDIAC SURGERY;ED;21320000;7460000
436;FEE II_TABLE 5C_DENTISTRY;ED;19160000;6710000
437;FEE II_TABLE 5C_DIGESTIVE SURGERY;ED;19700000;6900000
438;FEE II_TABLE 5C_ENT / OTORHINOLARYNGOLOGY;ED;18660000;6530000
439;FEE II_TABLE 5C_NEUROSURGERY;ED;42000000;14700000
440;FEE II_TABLE 5C_OBSTETRICS AND GYNECOLOGY;ED;18020000;6310000
441;FEE II_TABLE 5C_ONCOLOGY SURGERY;ED;25560000;8950000
442;FEE II_TABLE 5C_OPHTHALMOLOGY;ED;18250000;6390000
443;FEE II_TABLE 5C_ORTHOPEDIC SURGERY;ED;22370000;7830000
444;FEE II_TABLE 5C_PEDIATRIC SURGERY;ED;23630000;8270000
445;FEE II_TABLE 5C_PLASTIC SURGERY;ED;22150000;7750000
446;FEE II_TABLE 5C_UROLOGICAL SURGERY;ED;19110000;6690000
447;FEE II_TABLE 5C_VASCULAR SURGERY;ED;19380000;6780000
448;FEE II_TABLE 6A_CARDIAC SURGERY;ED;24230000;8480000
449;FEE II_TABLE 6A_DENTISTRY;ED;20540000;7190000
450;FEE II_TABLE 6A_DIGESTIVE SURGERY;ED;21010000;7350000
451;FEE II_TABLE 6A_ENT / OTORHINOLARYNGOLOGY;ED;21000000;7350000
452;FEE II_TABLE 6A_NEUROSURGERY;ED;44100000;15440000
453;FEE II_TABLE 6A_OBSTETRICS AND GYNECOLOGY;ED;19110000;6690000
454;FEE II_TABLE 6A_ONCOLOGY SURGERY;ED;27680000;9690000
455;FEE II_TABLE 6A_OPHTHALMOLOGY;ED;20070000;7020000
456;FEE II_TABLE 6A_ORTHOPEDIC SURGERY;ED;23310000;8160000
457;FEE II_TABLE 6A_PEDIATRIC SURGERY;ED;25210000;8820000
458;FEE II_TABLE 6A_PLASTIC SURGERY;ED;23670000;8280000
459;FEE II_TABLE 6A_UROLOGICAL SURGERY;ED;19880000;6960000
460;FEE II_TABLE 6A_VASCULAR SURGERY;ED;22150000;7750000
461;FEE II_TABLE 6B_CARDIAC SURGERY;ED;27130000;9500000
462;FEE II_TABLE 6B_DENTISTRY;ED;22820000;7990000
463;FEE II_TABLE 6B_DIGESTIVE SURGERY;ED;22320000;7810000
464;FEE II_TABLE 6B_ENT / OTORHINOLARYNGOLOGY;ED;23320000;8160000
465;FEE II_TABLE 6B_NEUROSURGERY;ED;46200000;16170000
466;FEE II_TABLE 6B_OBSTETRICS AND GYNECOLOGY;ED;21290000;7450000
467;FEE II_TABLE 6B_ONCOLOGY SURGERY;ED;29810000;10430000
468;FEE II_TABLE 6B_OPHTHALMOLOGY;ED;21910000;7670000
469;FEE II_TABLE 6B_ORTHOPEDIC SURGERY;ED;26100000;9140000
470;FEE II_TABLE 6B_PEDIATRIC SURGERY;ED;26780000;9370000
471;FEE II_TABLE 6B_PLASTIC SURGERY;ED;25210000;8820000
472;FEE II_TABLE 6B_UROLOGICAL SURGERY;ED;21400000;7490000
473;FEE II_TABLE 6B_VASCULAR SURGERY;ED;24920000;8720000
474;FEE II_TABLE 6C_CARDIAC SURGERY;ED;30040000;10510000
475;FEE II_TABLE 6C_DENTISTRY;ED;24640000;8620000
476;FEE II_TABLE 6C_DIGESTIVE SURGERY;ED;23630000;8270000
477;FEE II_TABLE 6C_ENT / OTORHINOLARYNGOLOGY;ED;25080000;8780000
478;FEE II_TABLE 6C_NEUROSURGERY;ED;48300000;16910000
479;FEE II_TABLE 6C_OBSTETRICS AND GYNECOLOGY;ED;24020000;8410000
480;FEE II_TABLE 6C_ONCOLOGY SURGERY;ED;31940000;11180000
481;FEE II_TABLE 6C_OPHTHALMOLOGY;ED;24640000;8620000
482;FEE II_TABLE 6C_ORTHOPEDIC SURGERY;ED;31710000;11100000
483;FEE II_TABLE 6C_PEDIATRIC SURGERY;ED;28370000;9930000
484;FEE II_TABLE 6C_PLASTIC SURGERY;ED;26730000;9360000
485;FEE II_TABLE 6C_UROLOGICAL SURGERY;ED;22930000;8030000
486;FEE II_TABLE 6C_VASCULAR SURGERY;ED;27690000;9690000
487;FEE II_TABLE 7A_CARDIAC SURGERY;ED;33920000;11870000
488;FEE II_TABLE 7A_DENTISTRY;ED;27380000;9580000
489;FEE II_TABLE 7A_DIGESTIVE SURGERY;ED;24950000;8730000
490;FEE II_TABLE 7A_ENT / OTORHINOLARYNGOLOGY;ED;27990000;9800000
491;FEE II_TABLE 7A_NEUROSURGERY;ED;50400000;17640000
492;FEE II_TABLE 7A_OBSTETRICS AND GYNECOLOGY;ED;25660000;8980000
493;FEE II_TABLE 7A_ONCOLOGY SURGERY;ED;34070000;11920000
494;FEE II_TABLE 7A_OPHTHALMOLOGY;ED;27380000;9580000
495;FEE II_TABLE 7A_ORTHOPEDIC SURGERY;ED;39160000;13710000
496;FEE II_TABLE 7A_PEDIATRIC SURGERY;ED;29940000;10480000
497;FEE II_TABLE 7A_PLASTIC SURGERY;ED;30550000;10690000
498;FEE II_TABLE 7A_UROLOGICAL SURGERY;ED;25220000;8830000
499;FEE II_TABLE 7A_VASCULAR SURGERY;ED;31850000;11150000
500;FEE II_TABLE 7B_CARDIAC SURGERY;ED;37790000;13230000
501;FEE II_TABLE 7B_DENTISTRY;ED;31490000;11020000
502;FEE II_TABLE 7B_DIGESTIVE SURGERY;ED;26260000;9190000
503;FEE II_TABLE 7B_ENT / OTORHINOLARYNGOLOGY;ED;30320000;10610000
504;FEE II_TABLE 7B_NEUROSURGERY;ED;54600000;19110000
505;FEE II_TABLE 7B_OBSTETRICS AND GYNECOLOGY;ED;27300000;9560000
506;FEE II_TABLE 7B_ONCOLOGY SURGERY;ED;38320000;13410000
507;FEE II_TABLE 7B_OPHTHALMOLOGY;ED;30120000;10540000
508;FEE II_TABLE 7B_ORTHOPEDIC SURGERY;ED;46620000;16320000
509;FEE II_TABLE 7B_PEDIATRIC SURGERY;ED;31510000;11030000
510;FEE II_TABLE 7B_PLASTIC SURGERY;ED;34370000;12030000
511;FEE II_TABLE 7B_UROLOGICAL SURGERY;ED;29040000;10160000
512;FEE II_TABLE 7B_VASCULAR SURGERY;ED;36000000;12600000
513;FEE II_TABLE 7C_CARDIAC SURGERY;ED;41680000;14590000
514;FEE II_TABLE 7C_DENTISTRY;ED;35590000;12460000
515;FEE II_TABLE 7C_DIGESTIVE SURGERY;ED;28890000;10110000
516;FEE II_TABLE 7C_ENT / OTORHINOLARYNGOLOGY;ED;31250000;10940000
517;FEE II_TABLE 7C_NEUROSURGERY;ED;58800000;20580000
518;FEE II_TABLE 7C_OBSTETRICS AND GYNECOLOGY;ED;28940000;10130000
519;FEE II_TABLE 7C_ONCOLOGY SURGERY;ED;42590000;14910000
520;FEE II_TABLE 7C_OPHTHALMOLOGY;ED;31940000;11180000
521;FEE II_TABLE 7C_ORTHOPEDIC SURGERY;ED;55950000;19580000
522;FEE II_TABLE 7C_PEDIATRIC SURGERY;ED;34660000;12130000
523;FEE II_TABLE 7C_PLASTIC SURGERY;ED;38190000;13370000
524;FEE II_TABLE 7C_UROLOGICAL SURGERY;ED;32860000;11500000
525;FEE II_TABLE 7C_VASCULAR SURGERY;ED;40160000;14060000
526;FNAB;ED;660000;0
527;FNAB USG GUIDED PROCEDURE;ED;1531000;0
528;FOREIGN BODY REMOVAL;ED;4059000;570000
529;FOREIGN BODY REMOVAL ;ED;4059000;0
530;GASTRIC BALLON (INSERTION);ED;12177000;1849000
531;GASTRIC BALLON (REMOVAL);ED;12177000;1849000
532;GASTRODUODENOSCOPY AND COLONOSCOPY;ED;12177000;1796000
533;GASTROSCOPY;ED;7901000;1226000
534;GASTROSCOPY + BIOPSY;ED;9554000;0
535;GASTROSCOPY AND COLONOSCOPY ;ED;13377000;2064000
536;INJECTION FOR VACCINE PROCEDURE ;ED;195000;0
537;INJECTION INTRAARTICULAR;ED;822000;0
538;INJECTION TENDER POINT / TRIGGER POINT;ED;781000;0
539;INSERTION OF NGT / OGT;ED;650000;0
540;INTRA OSSEUS CATH;ED;809000;0
541;INTRALESIONAL INJECTION / INJEKSI INTRALESI;ED;470000;0
542;KIDNEY BIOPSY;ED;6359000;0
543;KONSULTASI LAKTASI;ED;143000;0
544;LAVAGE LAUNDRY;ED;582000;0
545;LYPECTOMY (LYPOMA) Q >10  REGIO > 3;ED;3215000;0
546;LYPECTOMY (LYPOMA) Q ≤ 10 REGIO ≤ 3;ED;2104000;0
547;MMSE (MINI MENTAL STATE EXAMINATION);ED;567000;0
548;NECROTOMY;ED;667000;0
549;PASANG VENTILATOR;ED;413000;0
550;PATCH TEST;ED;2600000;0
551;PEMASANGAN PIGTAIL DENGAN USG GUIDED;ED;3640000;0
552;PEMASANGAN PIGTAIL TANPA USG GUIDED;ED;2860000;0
553;PH METRIX;ED;12177000;0
554;PH METRIX OHMEGA;ED;14208000;0
555;PHLEBOTOMY PROCEDURE;ED;767000;0
556;POLIPECTOMY;ED;9702000;1380000
557;PRICK TEST;ED;2600000;0
558;PRICK TEST _ 1;ED;1732000;0
559;PUNKSI ABDOMINAL;ED;1661000;0
560;PUNKSI SENDI;ED;846000;0
561;PUSH ENTEROSCOPY;ED;7904000;1164000
562;READING EEG;ED;140000;0
563;RECTOSCOPY;ED;2155000;0
564;REKTOSIGMOIDOSCOPY;ED;5427000;842000
565;REKTOSIGMOIDOSCOPY + BIOPSY;ED;7214000;0
566;REMOVE / AFF CVC;ED;667000;0
567;REMOVE / AFF WSD / CHEST TUBE;ED;1104000;0
568;RESUCITATION FEE  LESS THAN 1 HOUR(PER HOUR);ED;1012000;0
569;RESUCITATION FEE  MORE THAN 1 HOUR(PER HOUR);ED;414000;0
570;RIGHT TO LEFT SHUNT TEST;ED;993000;0
571;RUBBER BAND LIGATION;ED;1446000;0
572;SKLEROTHERAPI;ED;7547000;1194000
573;SKRINING USG FETOMATERNAL;ED;2183500;0
574;TINDAKAN / BEDAH MINOR A;ED;1326000;0
575;Tindakan / Bedah Minor B;ED;1989000;0
576;TINDAKAN CHEMOTHERAPY;ED;1149000;0
577;TINDAKAN DC SHOCK;ED;525000;0
578;TOUNGE TIED KLINIK LAKTASI;ED;439000;0
579;TRACHEOSTOMY;ED;3710000;0
580;TRACHEOSTOMY REMOVAL OR REPLACE;ED;827000;0
581;TRANSFORAMINAL BLOCK MULTILEVEL (MULTIPLE);ED;6145000;0
582;TRANSFORAMINAL BLOCK ONE LEVEL;ED;4592000;0
583;VENA SECTIE;ED;1002000;0
584;ANOSCOPY;OPD;590000;0
585;ASPIRATION;OPD;770000;0
586;Block Pain;OPD;2000000;0
587;BODY ANALYZER (BIA);OPD;262000;0
588;BONE MARROW PUNCTURE PROCEDURE  (BMP);OPD;1896000;0
589;BRONCHOSCOPY;OPD;5496000;1170000
590;BRONCHOSCOPY + BIOPSI;OPD;7261000;0
591;CATHERIZATION  OR SHEATH OR DRAIN REMOVAL;OPD;300000;0
592;CATHETERIZATION PLACEMENT;OPD;500000;0
593;CIRCUMCISION;OPD;2500000;0
594;COLONOSCOPY;OPD;6503000;950000
595;COLONOSCOPY + BIOPSY;OPD;7682000;0
596;ERCP AND PAPILLOTOMY;OPD;16661000;2333000
597;ERCP AND SPHINTEROTOMI;OPD;10378000;0
598;ERCP AND SPHINTEROTOMI AND COMPLEX STONE EXTRACTION;OPD;21191000;0
599;ERCP AND SPHINTEROTOMI AND SIMPLE STONE EXTRACTION;OPD;16249000;0
600;ERCP AND SPHINTEROTOMI AND STENT;OPD;16249000;0
601;ERCP DIAGNOSTIC;OPD;7069000;991000
602;ESOPHAGOSCOPY;OPD;3030000;425000
603;FACET BLOCK MULTI LEVEL (MULTIPLE);OPD;5121000;0
604;FACET BLOCK ONE LEVEL;OPD;3826000;0
605;FEE I_TABLE 1A_CARDIAC SURGERY;OPD;1400000;490000
606;FEE I_TABLE 1A_DENTISTRY;OPD;1320000;460000
607;FEE I_TABLE 1A_ENT / OTORHINOLARYNGOLOGY;OPD;1140000;400000
608;FEE I_TABLE 1A_GENERAL SURGERY;OPD;1040000;360000
609;FEE I_TABLE 1A_NEUROSURGERY;OPD;1220000;430000
610;FEE I_TABLE 1A_OBSTETRICS AND GYNECOLOGY;OPD;1010000;350000
611;FEE I_TABLE 1A_OPHTHALMOLOGY;OPD;1050000;370000
612;FEE I_TABLE 1A_ORTHOPEDIC SURGERY;OPD;1070000;370000
613;FEE I_TABLE 1A_PEDIATRIC SURGERY;OPD;1090000;380000
614;FEE I_TABLE 1A_PLASTIC SURGERY;OPD;1320000;460000
615;FEE I_TABLE 1A_UROLOGICAL SURGERY;OPD;1060000;370000
616;FEE I_TABLE 1B_CARDIAC SURGERY;OPD;1680000;590000
617;FEE I_TABLE 1B_DENTISTRY;OPD;1580000;550000
618;FEE I_TABLE 1B_ENT / OTORHINOLARYNGOLOGY;OPD;1680000;590000
619;FEE I_TABLE 1B_GENERAL SURGERY;OPD;1860000;650000
620;FEE I_TABLE 1B_NEUROSURGERY;OPD;1940000;680000
621;FEE I_TABLE 1B_OBSTETRICS AND GYNECOLOGY;OPD;1260000;440000
622;FEE I_TABLE 1B_OPHTHALMOLOGY;OPD;1850000;650000
623;FEE I_TABLE 1B_ORTHOPEDIC SURGERY;OPD;1610000;560000
624;FEE I_TABLE 1B_PEDIATRIC SURGERY;OPD;1820000;640000
625;FEE I_TABLE 1B_PLASTIC SURGERY;OPD;1760000;620000
626;FEE I_TABLE 1B_UROLOGICAL SURGERY;OPD;1760000;620000
627;FEE I_TABLE 1C_CARDIAC SURGERY;OPD;2240000;780000
628;FEE I_TABLE 1C_DENTISTRY;OPD;1850000;650000
629;FEE I_TABLE 1C_ENT / OTORHINOLARYNGOLOGY;OPD;2360000;830000
630;FEE I_TABLE 1C_GENERAL SURGERY;OPD;2600000;910000
631;FEE I_TABLE 1C_NEUROSURGERY;OPD;3150000;1100000
632;FEE I_TABLE 1C_OBSTETRICS AND GYNECOLOGY;OPD;1890000;660000
633;FEE I_TABLE 1C_OPHTHALMOLOGY;OPD;1850000;650000
634;FEE I_TABLE 1C_ORTHOPEDIC SURGERY;OPD;2690000;940000
635;FEE I_TABLE 1C_PEDIATRIC SURGERY;OPD;2730000;960000
636;FEE I_TABLE 1C_PLASTIC SURGERY;OPD;2210000;770000
637;FEE I_TABLE 1C_UROLOGICAL SURGERY;OPD;2210000;770000
638;FEE I_TABLE 2A_CARDIAC SURGERY;OPD;2800000;980000
639;FEE I_TABLE 2A_DENTISTRY;OPD;2110000;740000
640;FEE I_TABLE 2A_ENT / OTORHINOLARYNGOLOGY;OPD;3030000;1060000
641;FEE I_TABLE 2A_GENERAL SURGERY;OPD;3350000;1170000
642;FEE I_TABLE 2A_NEUROSURGERY;OPD;4370000;1530000
643;FEE I_TABLE 2A_OBSTETRICS AND GYNECOLOGY;OPD;2210000;770000
644;FEE I_TABLE 2A_OPHTHALMOLOGY;OPD;2900000;1020000
645;FEE I_TABLE 2A_ORTHOPEDIC SURGERY;OPD;3770000;1320000
646;FEE I_TABLE 2A_PEDIATRIC SURGERY;OPD;3640000;1270000
647;FEE I_TABLE 2A_PLASTIC SURGERY;OPD;3080000;1080000
648;FEE I_TABLE 2A_UROLOGICAL SURGERY;OPD;2650000;930000
649;FEE I_TABLE 2B_CARDIAC SURGERY;OPD;3350000;1170000
650;FEE I_TABLE 2B_DENTISTRY;OPD;2370000;830000
651;FEE I_TABLE 2B_ENT / OTORHINOLARYNGOLOGY;OPD;3700000;1300000
652;FEE I_TABLE 2B_GENERAL SURGERY;OPD;3710000;1300000
653;FEE I_TABLE 2B_NEUROSURGERY;OPD;5570000;1950000
654;FEE I_TABLE 2B_OBSTETRICS AND GYNECOLOGY;OPD;2840000;990000
655;FEE I_TABLE 2B_OPHTHALMOLOGY;OPD;3680000;1290000
656;FEE I_TABLE 2B_ORTHOPEDIC SURGERY;OPD;4850000;1700000
657;FEE I_TABLE 2B_PEDIATRIC SURGERY;OPD;4550000;1590000
658;FEE I_TABLE 2B_PLASTIC SURGERY;OPD;3970000;1390000
659;FEE I_TABLE 2B_UROLOGICAL SURGERY;OPD;3090000;1080000
660;FEE I_TABLE 2C_CARDIAC SURGERY;OPD;3920000;1370000
661;FEE I_TABLE 2C_DENTISTRY;OPD;2630000;920000
662;FEE I_TABLE 2C_ENT / OTORHINOLARYNGOLOGY;OPD;5050000;1770000
663;FEE I_TABLE 2C_GENERAL SURGERY;OPD;4460000;1560000
664;FEE I_TABLE 2C_NEUROSURGERY;OPD;6790000;2380000
665;FEE I_TABLE 2C_OBSTETRICS AND GYNECOLOGY;OPD;3780000;1320000
666;FEE I_TABLE 2C_OPHTHALMOLOGY;OPD;4480000;1570000
667;FEE I_TABLE 2C_ORTHOPEDIC SURGERY;OPD;5920000;2070000
668;FEE I_TABLE 2C_PEDIATRIC SURGERY;OPD;5450000;1910000
669;FEE I_TABLE 2C_PLASTIC SURGERY;OPD;5290000;1850000
670;FEE I_TABLE 2C_UROLOGICAL SURGERY;OPD;3970000;1390000
671;FEE I_TABLE 3A_CARDIAC SURGERY;OPD;4470000;1560000
672;FEE I_TABLE 3A_DENTISTRY;OPD;3950000;1380000
673;FEE I_TABLE 3A_ENT / OTORHINOLARYNGOLOGY;OPD;6050000;2120000
674;FEE I_TABLE 3A_GENERAL SURGERY;OPD;5200000;1820000
675;FEE I_TABLE 3A_NEUROSURGERY;OPD;8000000;2800000
676;FEE I_TABLE 3A_OBSTETRICS AND GYNECOLOGY;OPD;4730000;1660000
677;FEE I_TABLE 3A_OPHTHALMOLOGY;OPD;5270000;1840000
678;FEE I_TABLE 3A_ORTHOPEDIC SURGERY;OPD;6990000;2450000
679;FEE I_TABLE 3A_PEDIATRIC SURGERY;OPD;6360000;2230000
680;FEE I_TABLE 3A_PLASTIC SURGERY;OPD;6170000;2160000
681;FEE I_TABLE 3A_UROLOGICAL SURGERY;OPD;5300000;1860000
682;FEE I_TABLE 3B_CARDIAC SURGERY;OPD;5030000;1760000
683;FEE I_TABLE 3B_DENTISTRY;OPD;5270000;1840000
684;FEE I_TABLE 3B_ENT / OTORHINOLARYNGOLOGY;OPD;6390000;2240000
685;FEE I_TABLE 3B_GENERAL SURGERY;OPD;6320000;2210000
686;FEE I_TABLE 3B_NEUROSURGERY;OPD;9690000;3390000
687;FEE I_TABLE 3B_OBSTETRICS AND GYNECOLOGY;OPD;5360000;1880000
688;FEE I_TABLE 3B_OPHTHALMOLOGY;OPD;5790000;2030000
689;FEE I_TABLE 3B_ORTHOPEDIC SURGERY;OPD;8070000;2820000
690;FEE I_TABLE 3B_PEDIATRIC SURGERY;OPD;7280000;2550000
691;FEE I_TABLE 3B_PLASTIC SURGERY;OPD;7050000;2470000
692;FEE I_TABLE 3B_UROLOGICAL SURGERY;OPD;6170000;2160000
693;FEE I_TABLE 3C_CARDIAC SURGERY;OPD;5600000;1960000
694;FEE I_TABLE 3C_DENTISTRY;OPD;6050000;2120000
695;FEE I_TABLE 3C_ENT / OTORHINOLARYNGOLOGY;OPD;6730000;2360000
696;FEE I_TABLE 3C_GENERAL SURGERY;OPD;7430000;2600000
697;FEE I_TABLE 3C_NEUROSURGERY;OPD;10910000;3820000
698;FEE I_TABLE 3C_OBSTETRICS AND GYNECOLOGY;OPD;6300000;2210000
699;FEE I_TABLE 3C_OPHTHALMOLOGY;OPD;6320000;2210000
700;FEE I_TABLE 3C_ORTHOPEDIC SURGERY;OPD;9140000;3200000
701;FEE I_TABLE 3C_PEDIATRIC SURGERY;OPD;8180000;2860000
702;FEE I_TABLE 3C_PLASTIC SURGERY;OPD;7940000;2780000
703;FEE I_TABLE 3C_UROLOGICAL SURGERY;OPD;7060000;2470000
704;FEE I_TABLE 4A_CARDIAC SURGERY;OPD;6710000;2350000
705;FEE I_TABLE 4A_DENTISTRY;OPD;6850000;2400000
706;FEE I_TABLE 4A_ENT / OTORHINOLARYNGOLOGY;OPD;7070000;2470000
707;FEE I_TABLE 4A_GENERAL SURGERY;OPD;8170000;2860000
708;FEE I_TABLE 4A_NEUROSURGERY;OPD;12110000;4240000
709;FEE I_TABLE 4A_OBSTETRICS AND GYNECOLOGY;OPD;6930000;2430000
710;FEE I_TABLE 4A_OPHTHALMOLOGY;OPD;7370000;2580000
711;FEE I_TABLE 4A_ORTHOPEDIC SURGERY;OPD;9680000;3390000
712;FEE I_TABLE 4A_PEDIATRIC SURGERY;OPD;9090000;3180000
713;FEE I_TABLE 4A_PLASTIC SURGERY;OPD;8810000;3080000
714;FEE I_TABLE 4A_UROLOGICAL SURGERY;OPD;7940000;2780000
715;FEE I_TABLE 4B_CARDIAC SURGERY;OPD;7830000;2740000
716;FEE I_TABLE 4B_DENTISTRY;OPD;7110000;2490000
717;FEE I_TABLE 4B_ENT / OTORHINOLARYNGOLOGY;OPD;7400000;2590000
718;FEE I_TABLE 4B_GENERAL SURGERY;OPD;8910000;3120000
719;FEE I_TABLE 4B_NEUROSURGERY;OPD;14540000;5090000
720;FEE I_TABLE 4B_OBSTETRICS AND GYNECOLOGY;OPD;7560000;2650000
721;FEE I_TABLE 4B_OPHTHALMOLOGY;OPD;7900000;2770000
722;FEE I_TABLE 4B_ORTHOPEDIC SURGERY;OPD;10760000;3770000
723;FEE I_TABLE 4B_PEDIATRIC SURGERY;OPD;10000000;3500000
